Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación;mensaje_completo;categoria_predicha;prioridad_predicha
azutaxi;cuenca;solicitud conductor;cancelar el;;;;2024-04-15 10:13:13;hashtag;1;solicitud conductor cancelar el;problemas con el viaje;Alta
azutaxi;cuenca;espera ;le estoy esperando es justo al frente del puente rojo;;-2.8619;-78.980447;2024-02-18 10:45:46;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;espera  le estoy esperando es justo al frente del puente rojo;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;.;;;;2024-02-02 20:32:10;hashtag;2;solicitud cliente .;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;cobro mas del servicio   actitud desagradable;;;;2024-04-21 20:18:29;hashtag;1;solicitud cliente cobro mas del servicio   actitud desagradable;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;se fue en otro taxi;;;;2024-03-25 08:07:14;hashtag;1;solicitud conductor se fue en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salió;;;;2024-02-29 19:26:14;hashtag;1;solicitud conductor nunca salió;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salio;;;;2024-02-10 04:41:24;hashtag;1;solicitud conductor nunca salio;problemas de seguridad;Inmediata
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-04-25 19:23:26;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cancelo la carrera actitud desagradable;;;;2024-03-03 01:28:55;hashtag;1;solicitud conductor cancelo la carrera actitud desagradable;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;enojada parece;;;;2024-02-28 14:55:04;hashtag;1;solicitud conductor enojada parece;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-01 17:23:27;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;vehículo incorrecto;;;;2024-03-01 01:09:17;hashtag;1;solicitud cliente vehículo incorrecto;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;bien;;;;2024-03-24 07:22:05;hashtag;2;solicitud conductor bien;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;no llego al lugar de forma pronta;;;;2024-04-01 06:57:13;hashtag;1;solicitud cliente no llego al lugar de forma pronta;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;canselafo.......;;;;2024-03-10 15:12:37;hashtag;1;solicitud conductor canselafo.......;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;explicar al pasajero que la carrera es directa no estar haciendo paradas tras  parada;;;;2024-03-04 11:06:01;hashtag;1;solicitud conductor explicar al pasajero que la carrera es directa no estar haciendo paradas tras  parada;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pesimo;;;;2024-04-07 20:20:21;hashtag;1;solicitud conductor pesimo;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;el cliente no sale;;;;2024-04-07 03:09:40;hashtag;1;solicitud conductor el cliente no sale;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;no no salió más seriedad xfavor al solicitar el servicio de taxi;;;;2024-03-24 22:30:19;hashtag;1;solicitud conductor no no salió más seriedad xfavor al solicitar el servicio de taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora;;;2024-04-30 17:16:40;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-08 10:53:55;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-11 01:23:59;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente complicado brava la señora;;;;2024-05-08 14:50:37;hashtag;1;solicitud conductor cliente complicado brava la señora;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-02-08 17:14:11;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no salió y no contesta el teléfono  pésimo .  cliente;;;;2024-03-23 01:34:54;hashtag;1;solicitud conductor el cliente no salió y no contesta el teléfono  pésimo .  cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;me lleva a hacer un recorrido buscando comida y según dice el taxímetro está mal me amenaza me indica que es abogado que es una persona honorable y muchas cosas más;;;;2024-02-10 04:51:03;hashtag;1;solicitud conductor me lleva a hacer un recorrido buscando comida y según dice el taxímetro está mal me amenaza me indica que es abogado que es una persona honorable y muchas cosas más;problemas con el pago;Inmediata
azutaxi;cuenca;llamada a conductor desde historial;necesito el servicio de nuevo;;-2.886757;-79.009496;2024-01-06 07:47:38;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;llamada a conductor desde historial necesito el servicio de nuevo;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;no aparece el cliente en el lugar asignado;;;;2024-04-12 09:39:21;hashtag;1;solicitud conductor no aparece el cliente en el lugar asignado;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-01-29 20:49:43;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;nunca salio;;;;2024-04-04 14:12:14;hashtag;1;solicitud conductor nunca salio;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;pésimo cliente nunca salió me dijo que espere pero nunca salió;;;;2024-04-05 21:36:06;hashtag;1;solicitud conductor pésimo cliente nunca salió me dijo que espere pero nunca salió;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no llegó la unidad   nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-04-16 18:02:02;hashtag;1;solicitud cliente no llegó la unidad   nunca llegó;problemas con el viaje;Alta
ktaxi;ambato;solicitud cliente;por estar hablando por teléfono no me dejó en la dirección indicada   uso teléfono hablo/chat;;;;2024-03-21 10:31:24;hashtag;2;solicitud cliente por estar hablando por teléfono no me dejó en la dirección indicada   uso teléfono hablo/chat;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-02-02 08:04:27;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;riobamba;solicitud conductor;no sale el cliente;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;;;2024-02-22 12:16:23;hashtag;1;solicitud conductor no sale el cliente;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no salió ni se comunicó;;;;2024-01-13 10:55:11;hashtag;1;solicitud conductor no salió ni se comunicó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo me canceló;;;;2024-03-25 11:43:43;hashtag;1;solicitud conductor pésimo me canceló;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;cliente dice que está a bordo y no lo es;;;;2024-03-20 15:47:10;hashtag;1;solicitud conductor cliente dice que está a bordo y no lo es;problemas con el viaje;Alta
ktaxi;santo domingo;llamada a conductor desde historial;se quedó olvidado un objeto;;-0.247191;-79.199493;2024-03-27 18:41:54;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0;llamada a conductor desde historial se quedó olvidado un objeto;objetos perdidos;Urgente
azutaxi;cuenca;disculpe hasta q hora  hay taxis ;me puede ayudar hasta q hora haya taxis;;-2.90412;-79.016685;2024-01-19 22:13:38;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0;disculpe hasta q hora  hay taxis  me puede ayudar hasta q hora haya taxis;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-04-27 22:12:26;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;mal estado de vehículo;;;;2024-01-12 22:47:05;hashtag;2;solicitud cliente mal estado de vehículo;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud conductor;no sale ni contesta;;;;2024-04-27 22:45:24;hashtag;1;solicitud conductor no sale ni contesta;problemas con el viaje;Alta
ktaxi;quevedo;solicitud cliente;se la paso en llamada todo el viaje cobro muy caro esta carrera 4 dolares y en la llamada hablaba con una voz altamente mal servicio por 4 dólares;;;;2024-01-29 14:37:06;hashtag;1;solicitud cliente se la paso en llamada todo el viaje cobro muy caro esta carrera 4 dolares y en la llamada hablaba con una voz altamente mal servicio por 4 dólares;problemas con el pago;Inmediata
ktaxi;loja;solicitud conductor;ioooookkkkkkkk;;;;2024-03-12 07:02:43;hashtag;2;solicitud conductor ioooookkkkkkkk;problemas con el viaje;Alta
ktaxi;quito;pre-registro;#1712816378  #estoydispuestoalcambio  #quieroserconductor | por favor mejore el sistema;conductor ya registrado en jj se le escribe en espera de respuesta;-0.308713;-78.55935;2024-01-20 10:14:00;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0;pre-registro #1712816378  #estoydispuestoalcambio  #quieroserconductor | por favor mejore el sistema;mensaje de operador;Baja
ktaxi;quevedo;solicitud conductor;canceloo;;;;2024-02-26 12:00:45;hashtag;1;solicitud conductor canceloo;problemas con el viaje;Alta
ktaxi;loja;solicitud conductor;q sea serio solo cancelando la carrera q se jodan entonces;;;;2024-02-11 00:14:06;hashtag;1;solicitud conductor q sea serio solo cancelando la carrera q se jodan entonces;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;no sale demasiado tiempo esperando;;;;2024-03-08 06:25:24;hashtag;1;solicitud conductor no sale demasiado tiempo esperando;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;el cliente no espera y se ha retirado ya indica el guardia;;;;2024-04-09 22:04:03;hashtag;1;solicitud conductor el cliente no espera y se ha retirado ya indica el guardia;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;nunca llegó;;;;2024-05-01 21:29:17;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente no espera el tiempo indicado;;;;2024-04-22 07:00:18;hashtag;1;solicitud conductor mal cliente no espera el tiempo indicado;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente no responde;;;;2024-01-16 14:02:11;hashtag;1;solicitud conductor cliente no responde;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;llamada falsa está jugando con la app;;;;2024-03-03 21:41:42;hashtag;1;solicitud conductor llamada falsa está jugando con la app;problemas de seguridad;Inmediata
azutaxi;cuenca;solicitud cliente;llevó otro cliente  vehículo incorrecto  nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;;;2024-03-27 16:33:52;hashtag;1;solicitud cliente llevó otro cliente  vehículo incorrecto  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;canceló solicitud;;;;2024-04-05 11:21:30;hashtag;1;solicitud cliente canceló solicitud;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;se va en otro taxi;;;;2024-05-03 13:15:27;hashtag;1;solicitud conductor se va en otro taxi;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésima cliente solicita por la aplicación y agarra taxi de la calle por más que se le quitó se le indicó no hizo caso y se subió un taxi de la calle;;;;2024-04-28 06:24:04;hashtag;1;solicitud conductor pésima cliente solicita por la aplicación y agarra taxi de la calle por más que se le quitó se le indicó no hizo caso y se subió un taxi de la calle;problemas con la cuenta/app;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente  nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-03-21 12:59:26;hashtag;1;solicitud cliente llevó otro cliente  nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;cliente pide unidad y no sale;;;;2024-03-15 01:44:20;hashtag;1;solicitud conductor cliente pide unidad y no sale;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;nunca asomo;desde web: se notifica  al conductor que debe asignar tiempos adecuados con eso evita que el cliente le cancele la carrera;;;2024-01-23 18:49:30;hashtag;1;solicitud conductor nunca asomo;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;para que pides oye jil;;;;2024-01-15 11:03:01;hashtag;1;solicitud conductor para que pides oye jil;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-02-11 15:13:48;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;me eviaron con una encomienda pero no responde llmadas ni msj la persona q recibe ni la q pidio la unidad me retiro del lugar;;;;2024-02-08 10:02:44;hashtag;1;solicitud conductor me eviaron con una encomienda pero no responde llmadas ni msj la persona q recibe ni la q pidio la unidad me retiro del lugar;problemas con el viaje;Alta
ktaxi;ambato;solicitud conductor;no salió;;;;2024-02-19 06:26:22;hashtag;1;solicitud conductor no salió;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;bueno;;;;2024-02-11 21:16:55;hashtag;1;solicitud cliente bueno;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;pésima experiencia, el chófer cero cordial ya que no me acordaba una de las calles, escogió la ruta más lejana, no tenía vuelto.;;;;2024-02-01 07:10:06;hashtag;1;solicitud cliente pésima experiencia, el chófer cero cordial ya que no me acordaba una de las calles, escogió la ruta más lejana, no tenía vuelto.;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;el cliente pide el taxi para llevar 3 quintales de frijoles y a 3 personas se le cobra un dólar adicional;;;;2024-04-02 18:01:04;hashtag;1;solicitud conductor el cliente pide el taxi para llevar 3 quintales de frijoles y a 3 personas se le cobra un dólar adicional;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;hace perder tiempo y cancela ya estando en el lugar;;;;2024-02-03 16:24:26;hashtag;1;solicitud conductor hace perder tiempo y cancela ya estando en el lugar;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;llevó otro cliente;;;;2024-03-26 09:32:55;hashtag;1;solicitud cliente llevó otro cliente;problemas con el viaje;Alta
ktaxi;loja;solicitud cliente;no saludan;;;;2024-04-13 21:52:32;hashtag;2;solicitud cliente no saludan;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;cobro mucho;desde web: se realiza el seguimiento del conductor;;;2024-04-06 00:00:42;hashtag;1;solicitud cliente cobro mucho;problemas con el pago;Inmediata
azutaxi;cuenca;solicitud conductor;el cliente dsta en otro lugar;;;;2024-04-30 09:50:58;hashtag;1;solicitud conductor el cliente dsta en otro lugar;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;;;2024-03-20 15:05:31;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;te llamo y no contesta el teléfono por dos ocasiones;;;;2024-02-20 13:40:05;hashtag;1;solicitud conductor te llamo y no contesta el teléfono por dos ocasiones;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;bien;;;;2024-03-01 15:51:36;hashtag;2;solicitud conductor bien;otros problemas;Baja
azutaxi;cuenca;solicitud conductor;cliente no espera;;;;2024-03-30 22:28:28;hashtag;1;solicitud conductor cliente no espera;problemas con el viaje;Alta
azutaxi;cuenca;solicitud cliente;no ll go la unidad;;;;2024-03-10 15:17:50;hashtag;1;solicitud cliente no ll go la unidad;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;mal cliente;;;;2024-01-31 23:25:13;hashtag;1;solicitud conductor mal cliente;problemas de comportamiento;Urgente
azutaxi;cuenca;solicitud cliente;me hizo esperar y recogió a alguien más;;;;2024-05-07 09:16:50;hashtag;1;solicitud cliente me hizo esperar y recogió a alguien más;otros problemas;Baja
ktaxi;loja;solicitud conductor;no salio;;;;2024-03-09 11:56:43;hashtag;1;solicitud conductor no salio;otros problemas;Baja
azutaxi;cuenca;solicitud cliente;nunca llegó;;;;2024-05-03 13:58:54;hashtag;1;solicitud cliente nunca llegó;problemas con el viaje;Alta
azutaxi;cuenca;solicitud conductor;pésimo cliente nunca salió;;;;2024-03-11 13:53:36;hashtag;1;solicitud conductor pésimo cliente nunca salió;problemas con el viaje;Alta
ktaxi;quevedo;solicitud cliente;velocidad excesiva;;;;2024-03-27 20:20:01;hashtag;1;solicitud cliente velocidad excesiva;problemas con el viaje;Alta
