Aplicativo;ciudad;motivo;mensaje;comentario;latitud;longitud;fecha_hora_registro;hashTag;calificación
azutaxi;cuenca;solicitud cliente;velocidad excesiva;null;null;null;2024-03-31 10:52:02;hashtag;1
ktaxi;ambato;solicitud conductor;actitud desagradable;desde web: se notifica al conductor sobre el comentario dejado por el cliente;null;null;2024-01-19 22:27:41;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no cancela la carrera son malandros por favor bloquear a este cliente;null;null;null;2024-04-23 00:27:41;hashtag;1
azutaxi;cuenca;solicitud conductor;persona muy impulsiva trato mal mo grata;null;null;null;2024-01-11 14:50:35;hashtag;1
azutaxi;cuenca;llamada a conductor desde historial;pérdida de celular;null;-2.910019;-78.992194;2024-01-21 15:32:21;#contactorevisar# #contacto_cliente_app# #contacto_de_solicitud_cliente#;0
azutaxi;cuenca;solicitud conductor;llama y luego suspende;null;null;null;2024-01-19 16:45:13;hashtag;1
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-03-26 16:03:00;hashtag;1
ktaxi;riobamba;solicitud cliente;nunca llegó;desde web: se contactó con el cliente pidiendo disculpas por los inconvenientes presentados y que su mensaje se tomara en cuenta para mejorar el servicio. además se comunicó con el conductor recordándole que debe cumplir con cada solicitud que acepte.;null;null;2024-03-27 15:45:16;hashtag;1
ecutaxi;cuenca;solicitud conductor;el cliente pone mal su dirección;null;null;null;2024-01-07 11:29:01;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente cancela la solicitud;desde web: no hay mayor número de carreras canceladas;null;null;2024-01-21 14:43:30;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salio;null;null;null;2024-01-29 12:44:47;hashtag;1
ktaxi;ambato;pre-registro;#0803716232  #estoydispuestoalcambio  #quieroserconductor | persona respetuosa;desde web: se procede a contactar al conductor;-1.268285;-78.625893;2024-04-24 12:40:08;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;null;null;2024-04-14 19:54:06;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-01-27 19:34:02;hashtag;1
azutaxi;cuenca;solicitud conductor;es una persona sin educación da mala la dirección y lugo me agree vervalmente con groceria;null;null;null;2024-03-16 08:07:53;hashtag;1
azutaxi;cuenca;solicitud conductor;finalizó;null;null;null;2024-02-02 21:49:31;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió no contesta mucho tiempo espero;null;null;null;2024-05-07 10:06:49;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió y se hizo llamadas y mensajes;null;null;null;2024-01-28 11:41:50;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;desde web: se notifica a la cliente que debe esperar el tiempo asignado por el conductor;null;null;2024-04-18 02:11:13;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-17 13:47:13;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente dice no poder salir;null;null;null;2024-04-26 10:18:22;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente di e que ya sale pero ya más de 10minutos de espera y no sale nadie;null;null;null;2024-02-05 10:23:36;hashtag;1
ktaxi;loja;solicitud conductor;se va en cualquier taxi;null;null;null;2024-02-21 23:04:45;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-04 07:36:49;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-02-29 22:49:51;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-04-07 16:19:52;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-02 21:39:37;hashtag;1
azutaxi;cuenca;solicitud conductor;la ira que ni siquiera responde la irresponsable se burla de nuestro trabajo;null;null;null;2024-04-28 20:15:07;hashtag;1
ktaxi;ibarra;solicitud conductor;cliente solicita y coge otra unidad;desde web: solicitud atendida por el conductor sin respuesta del cliente;null;null;2024-02-22 09:03:54;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-30 22:36:45;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-31 19:00:26;hashtag;1
azutaxi;cuenca;solicitud conductor;botón desactivado;null;null;null;2024-03-23 18:30:33;hashtag;1
azutaxi;cuenca;solicitud cliente;"llevo a otro cliente, espere más de 10 minutos pésima atención 
  nunca llegó";null;null;null;2024-02-09 16:59:37;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora;null;null;2024-04-23 19:04:05;hashtag;1
pinos chiclayo;chiclayo;solicitud conductor;cliente a bordo de otra unidad;null;null;null;2024-02-12 09:11:13;hashtag;2
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-02-23 08:21:42;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-03 12:22:03;hashtag;1
clipp;ambato;solicitud conductor;no salió;null;null;null;2024-02-22 13:08:30;hashtag;1
azutaxi;cuenca;solicitud conductor;se fue en otro taxi;null;null;null;2024-04-09 23:14:03;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó la bitácora del conductor, caso no relevante;null;null;2024-04-14 17:43:19;hashtag;1
ktaxi;ambato;solicitud cliente;llevó otro cliente;desde web: se notifica al conductor que debe atender la solicitud aceptada en caso de no poder brindar el servicio le comunique al cliente.;null;null;2024-01-06 23:22:39;hashtag;1
ktaxi;riobamba;solicitud cliente;nunca llegó;null;null;null;2024-03-08 01:01:07;hashtag;1
pinos chiclayo;chiclayo;solicitud conductor;no quiere pagar de acuerdo lo que indica el taxímetro actitud incorrecta me tiro la puerta;null;null;null;2024-04-03 17:46:53;hashtag;1
azutaxi;cuenca;solicitud conductor;mala ubicación;null;null;null;2024-02-15 14:52:40;hashtag;1
ktaxi;loja;solicitud conductor;informa que está abordo y no;null;null;null;2024-01-14 07:37:50;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-03-03 10:58:37;hashtag;1
azutaxi;cuenca;solicitud conductor;me cancelo estando llegando;null;null;null;2024-04-07 21:07:24;hashtag;1
ktaxi;loja;solicitud cliente;nunca llego   nunca llegó;null;null;null;2024-03-09 16:29:21;hashtag;1
azutaxi;cuenca;solicitud cliente;no espero ni un minuto y se fue;null;null;null;2024-04-02 07:19:11;hashtag;2
azutaxi;cuenca;solicitud cliente;llevó otro cliente;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-09 06:42:21;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela ni bien pide mal cliente;null;null;null;2024-02-09 01:35:13;hashtag;1
azutaxi;cuenca;taxi maletera amplia modelo tucson ;buenas tardes;null;-2.921605;-78.943903;2024-03-09 12:30:29;#contactorevisar# #contacto_cliente_app# #contacto_cliente#;0
azutaxi;cuenca;solicitud conductor;no cancela y se va en la competencia;desde web: no hay mayor número de carreras canceladas;null;null;2024-01-20 16:12:38;hashtag;1
ktaxi;ibarra;solicitud conductor;el cliente asé venir y no sale pongo en conocimiento;desde web: solicitud atendida por elñ codncutor sin repseusta del cliente;null;null;2024-01-19 19:18:52;hashtag;1
azutaxi;cuenca;solicitud conductor;mal cliente;null;null;null;2024-02-24 00:41:50;hashtag;1
azutaxi;cuenca;solicitud conductor;desubicada no conoce la ciudad;null;null;null;2024-03-15 14:22:07;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente está conmigo el botón no vale;null;null;null;2024-03-16 12:04:51;hashtag;1
azutaxi;cuenca;solicitud conductor;botón desactivando;null;null;null;2024-03-07 04:47:40;hashtag;1
ktaxi;ambato;solicitud cliente;nunca llegó;null;null;null;2024-02-07 16:23:09;hashtag;1
ktaxi;loja;solicitud cliente;canceló solicitud;null;null;null;2024-02-13 21:40:40;hashtag;1
azutaxi;cuenca;solicitud conductor;sabe de calle es mejor que un taxista la señora;null;null;null;2024-03-31 00:00:56;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca lleg  llevó otro cliente;desde web: se revisó la bitácora, caso no relevante;null;null;2024-04-19 09:49:18;hashtag;1
ktaxi;ambato;solicitud cliente;actitud desagradable;desde web: se notifica al conductor sobre el comentario dejado por el cliente;null;null;2024-03-07 06:35:48;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no está en el lugar indicado;null;null;null;2024-01-20 23:50:40;hashtag;1
ktaxi;santo domingo;solicitud cliente;actitud desagradable;null;null;null;2024-02-16 09:55:04;hashtag;2
azutaxi;cuenca;solicitud conductor;nunca salió;null;null;null;2024-01-30 08:48:36;hashtag;1
azutaxi;cuenca;solicitud cliente;no viene  nunca llegó;null;null;null;2024-04-13 12:37:32;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale y pone carrera completada  pesimo cliente;null;null;null;2024-01-22 13:04:28;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-04-04 15:29:24;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente se va en otra unidad;null;null;null;2024-04-10 19:39:28;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la solicitud;null;null;null;2024-04-27 01:32:26;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-01-28 17:08:59;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente  nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-18 14:29:38;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo cliente pide como encomienda y cancela la solicitud queda comentario por si me cobran del servicio;null;null;null;2024-02-15 17:52:06;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-03-01 12:18:00;hashtag;1
azutaxi;cuenca;solicitud cliente;usa el celular;null;null;null;2024-04-04 21:50:04;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale ni contesta;null;null;null;2024-04-26 16:22:06;hashtag;1
ktaxi;ambato;solicitud cliente;no respeto ni q viajaba con mi bebé en brazos y conducía terrible y en el celular todo el tiempo   velocidad excesiva  actitud desagradable;desde web: se notifica al conductor sobre el comentario dejado por el cliente;null;null;2024-04-14 21:40:53;hashtag;1
clipp;quevedo;solicitud conductor;pone mal la ubicación;null;null;null;2024-03-02 21:01:57;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pide taxi y luego cansela tomar en cuenta gracias;null;null;null;2024-04-17 09:41:22;hashtag;1
clipp;quevedo;solicitud conductor;mal la ubicación del cliente;null;null;null;2024-02-02 15:44:05;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo hace perder el tiempo demasiado;null;null;null;2024-04-05 15:39:01;hashtag;1
azutaxi;cuenca;solicitud conductor;que;null;null;null;2024-04-05 21:07:52;hashtag;1
ktaxi;santo domingo;solicitud cliente;canceló solicitud;desde web: se pide las disculpas del caso a conductor, se envia link de descarga a clipp, llamado de atencion a conductor por cancelar carrere;null;null;2024-02-18 17:36:51;hashtag;1
ktaxi;loja;solicitud cliente;actitud desagradable;null;null;null;2024-04-20 13:16:03;hashtag;1
azutaxi;cuenca;solicitud conductor;no estuvo bien la uvicacion;null;null;null;2024-04-19 18:40:23;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-01-15 08:30:19;hashtag;1
ecutaxi;santo domingo;solicitud conductor;no espero;null;null;null;2024-03-14 18:07:58;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-03-18 08:04:54;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-01-29 12:51:39;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se revisó el historial del conductor y revisar la novedad;null;null;2024-04-01 10:33:09;hashtag;1
ktaxi;cuenca;solicitud conductor;de va en otra unidad;null;null;null;2024-01-23 16:48:54;hashtag;1
azutaxi;cuenca;solicitud conductor;se fue en otro taxi cuando yo llegaba;null;null;null;2024-02-01 13:51:49;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio;null;null;null;2024-02-18 11:46:28;hashtag;1
azutaxi;cuenca;solicitud conductor;no salió la cliente;null;null;null;2024-04-10 15:52:22;hashtag;2
ktaxi;riobamba;solicitud conductor;juegos con la aplicación;desde web: nos comunicamos con el usuario y le recordamos el uso correcto de la aplicación;null;null;2024-01-05 16:54:23;hashtag;1
azutaxi;cuenca;solicitud conductor;cancelo el cliente;null;null;null;2024-02-17 20:55:52;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-20 15:36:30;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-01-30 07:48:48;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-02-06 19:28:57;hashtag;1
azutaxi;cuenca;solicitud conductor;pésimo hace perder el tiempo y cancela solicitud pésimo;null;null;null;2024-04-28 02:06:45;hashtag;1
unitaxi;quito;pre-registro;#113710281  #estoydispuestoalcambio  #quieroserconductor | deseo ser conductor;null;-0.137908;-78.464617;2024-03-11 09:01:16;#contactorevisar# #contacto_conductor_app# #contacto_preregistro_conductor#;0
azutaxi;cuenca;solicitud conductor;no sale;null;null;null;2024-04-14 01:58:22;hashtag;1
azutaxi;cuenca;solicitud conductor;nunca salió el cliente;null;null;null;2024-02-18 02:09:13;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no espera más hace pasar tiempo;null;null;null;2024-05-05 20:04:10;hashtag;1
azutaxi;cuenca;solicitud conductor;bien;null;null;null;2024-04-03 09:07:16;hashtag;2
ktaxi;loja;solicitud cliente;llevó otro cliente;null;null;null;2024-01-23 06:27:52;hashtag;1
ktaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-03-21 16:00:06;hashtag;1
ktaxi;loja;solicitud cliente;muy mal servicio   nunca llegó;null;null;null;2024-02-25 15:52:22;hashtag;1
azutaxi;cuenca;solicitud conductor;mal cliente no sale lanza la carrera y no sale y cancela;null;null;null;2024-05-01 05:59:07;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente pide unidad y luego cancela pesima actitud mal cliente hace pasar tiempo deberían bloquear a estas personas mal cliente actitud desagradable mal educado;null;null;null;2024-03-27 16:24:09;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;null;null;null;2024-05-04 23:13:12;hashtag;1
ktaxi;ambato;solicitud conductor;el cliente cabcela la solicitud cuando le llamo que ya estoy afuera;null;null;null;2024-03-23 00:50:30;hashtag;1
azutaxi;cuenca;solicitud conductor;no salio;null;null;null;2024-01-08 07:10:22;hashtag;2
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: se está revisando la bitácora, caso no relevante;null;null;2024-01-22 07:45:54;hashtag;1
azutaxi;cuenca;solicitud cliente;vehículo incorrecto;null;null;null;2024-01-14 23:08:52;hashtag;1
ktaxi;quevedo;solicitud conductor;cliente nunca salio ni contesto los mensajes;null;null;null;2024-02-22 16:30:31;hashtag;1
ktaxi;loja;solicitud conductor;no salio pesimo cliente;null;null;null;2024-02-27 10:21:46;hashtag;1
azutaxi;cuenca;solicitud conductor;se va en otra unidad bloquear a este tipo de clientes no debeutilizar la aplicación;null;null;null;2024-02-03 19:10:34;hashtag;1
azutaxi;cuenca;solicitud conductor;cancela la solicitud;null;null;null;2024-03-23 18:38:04;hashtag;1
azutaxi;cuenca;solicitud cliente;ni el saludo contesta!!! pésima actitud  actitud desagradable;desde web: caso no relevante, se revisó la bitácora;null;null;2024-04-03 12:29:44;hashtag;1
azutaxi;cuenca;solicitud conductor;no sale y hace perder el tiempo;null;null;null;2024-04-27 08:35:31;hashtag;1
ktaxi;loja;solicitud cliente;nunca llegó;null;null;null;2024-03-07 19:29:14;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no contesta;null;null;null;2024-01-14 21:09:08;hashtag;1
azutaxi;cuenca;solicitud conductor;el cliente salió y me dijo que ya le van a llevar algún amigo .. que gracias ... me hace perder más carreras y tiempo.. por favor considerar eso..;null;null;null;2024-05-02 20:04:16;hashtag;1
azutaxi;cuenca;solicitud cliente;llevó otro cliente;null;null;null;2024-02-24 16:45:41;hashtag;1
ktaxi;cuenca;solicitud conductor;cliente prepotente;null;null;null;2024-03-20 17:40:59;hashtag;1
azutaxi;cuenca;solicitud cliente;actitud desagradable;null;null;null;2024-05-04 23:40:40;hashtag;1
azutaxi;cuenca;solicitud conductor;no pone bn la ubicación;null;null;null;2024-03-08 18:22:26;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente se va en otra unidad;null;null;null;2024-03-24 01:52:46;hashtag;1
azutaxi;cuenca;solicitud cliente;nunca llegó;desde web: caso no relevante, se revisó la bitácora del conductor;null;null;2024-03-24 08:28:56;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente se molesta por no dejarle en la guayna capac se le indica que no hay cómo llegar al lugar y se molesta;null;null;null;2024-01-06 20:25:35;hashtag;1
azutaxi;cuenca;solicitud conductor;cliente no contesta los mensajes y  tiene suspendida;null;null;null;2024-05-06 12:29:28;hashtag;1
azutaxi;cuenca;solicitud conductor;cancelo la solicitud del cliente hizo perder tiempo se fue en otra unidad;null;null;null;2024-04-26 14:43:20;hashtag;1
azutaxi;cuenca;solicitud cliente;canceló solicitud;null;null;null;2024-02-26 07:55:16;hashtag;1
azutaxi;cuenca;solicitud conductor;no me quiso esperar;desde web: se revisa la carrera y el hsitorial;null;null;2024-04-05 19:38:56;hashtag;1
